"long","lat","order","grid","resolution"
-1.26345065820679,60.9505388907065,1,"HP43",10
-1.26137013104913,61.0403079489885,2,"HP43",10
-1.07627238825975,61.0391688229648,3,"HP43",10
-1.07887430603181,60.94940394536,4,"HP43",10
-1.26345065820679,60.9505388907065,5,"HP43",10
-1.26137013104913,61.0403079489885,1,"HP44",10
-1.25927599300664,61.1300757637715,2,"HP44",10
-1.07365345009101,61.1289324333861,3,"HP44",10
-1.07627238825975,61.0391688229648,4,"HP44",10
-1.26137013104913,61.0403079489885,5,"HP44",10
-1.25927599300664,61.1300757637715,1,"HP45",10
-1.25716811767879,61.2198423370772,2,"HP45",10
-1.0710173334803,61.2186947784223,3,"HP45",10
-1.07365345009101,61.1289324333861,4,"HP45",10
-1.25927599300664,61.1300757637715,5,"HP45",10
-1.25716811767879,61.2198423370772,1,"HP46",10
-1.25504637708277,61.3096076709341,2,"HP46",10
-1.06836387840416,61.3084558598761,3,"HP46",10
-1.0710173334803,61.2186947784223,4,"HP46",10
-1.25716811767879,61.2198423370772,5,"HP46",10
-1.25504637708277,61.3096076709341,1,"HP47",10
-1.25291064162862,61.399371767377,2,"HP47",10
-1.06569292282996,61.3982156795537,3,"HP47",10
-1.06836387840416,61.3084558598761,4,"HP47",10
-1.25504637708277,61.3096076709341,5,"HP47",10
-1.25291064162862,61.399371767377,1,"HP48",10
-1.25076078009406,61.4891346284476,2,"HP48",10
-1.06300430268437,61.487974239265,3,"HP48",10
-1.06569292282996,61.3982156795537,4,"HP48",10
-1.25291064162862,61.399371767377,5,"HP48",10
-1.25076078009406,61.4891346284476,1,"HP49",10
-1.24859665959871,61.5788962561938,2,"HP49",10
-1.06029785182116,61.5777315408234,3,"HP49",10
-1.06300430268437,61.487974239265,4,"HP49",10
-1.25076078009406,61.4891346284476,5,"HP49",10
-1.08657948838285,60.6801016915201,1,"HP50",10
-1.08402770285808,60.7698703814258,2,"HP50",10
-0.900500585541167,60.7684928027312,3,"HP50",10
-0.903563568719149,60.6787291389185,4,"HP50",10
-1.08657948838285,60.6801016915201,5,"HP50",10
-1.08402770285808,60.7698703814258,1,"HP51",10
-1.08145935950472,60.8596377987771,2,"HP51",10
-0.897417729502014,60.8582551658352,3,"HP51",10
-0.900500585541167,60.7684928027312,4,"HP51",10
-1.08402770285808,60.7698703814258,5,"HP51",10
-1.08145935950472,60.8596377987771,1,"HP52",10
-1.07887430603181,60.94940394536,2,"HP52",10
-0.894314817846221,60.9480162297535,3,"HP52",10
-0.897417729502014,60.8582551658352,4,"HP52",10
-1.08145935950472,60.8596377987771,5,"HP52",10
-1.07887430603181,60.94940394536,1,"HP53",10
-1.07627238825975,61.0391688229648,2,"HP53",10
-0.891191665552281,61.0377759960104,3,"HP53",10
-0.894314817846221,60.9480162297535,4,"HP53",10
-1.07887430603181,60.94940394536,5,"HP53",10
-1.07627238825975,61.0391688229648,1,"HP54",10
-1.07365345009101,61.1289324333861,2,"HP54",10
-0.888048085297507,61.1275344661312,3,"HP54",10
-0.891191665552281,61.0377759960104,4,"HP54",10
-1.07627238825975,61.0391688229648,5,"HP54",10
-1.07365345009101,61.1289324333861,1,"HP55",10
-1.0710173334803,61.2186947784223,2,"HP55",10
-0.884883887422231,61.2172916416417,3,"HP55",10
-0.888048085297507,61.1275344661312,4,"HP55",10
-1.07365345009101,61.1289324333861,5,"HP55",10
-1.0710173334803,61.2186947784223,1,"HP56",10
-1.06836387840416,61.3084558598761,2,"HP56",10
-0.881698879893323,61.3070475240683,3,"HP56",10
-0.884883887422231,61.2172916416417,4,"HP56",10
-1.0710173334803,61.2186947784223,5,"HP56",10
-1.06836387840416,61.3084558598761,1,"HP57",10
-1.06569292282996,61.3982156795537,2,"HP57",10
-0.878492868267035,61.3968021149379,3,"HP57",10
-0.881698879893323,61.3070475240683,4,"HP57",10
-1.06836387840416,61.3084558598761,5,"HP57",10
-1.06569292282996,61.3982156795537,1,"HP58",10
-1.06300430268437,61.487974239265,2,"HP58",10
-0.875265655651144,61.4865554157771,3,"HP58",10
-0.878492868267035,61.3968021149379,4,"HP58",10
-1.06569292282996,61.3982156795537,5,"HP58",10
-1.06300430268437,61.487974239265,1,"HP59",10
-1.06029785182116,61.5777315408234,2,"HP59",10
-0.872017042666369,61.576307428113,3,"HP59",10
-0.875265655651144,61.4865554157771,4,"HP59",10
-1.06300430268437,61.487974239265,5,"HP59",10
-0.903563568719149,60.6787291389185,1,"HP60",10
-0.900500585541167,60.7684928027312,2,"HP60",10
-0.716993340723537,60.7668643485052,3,"HP60",10
-0.720567341036443,60.67710662553,4,"HP60",10
-0.903563568719149,60.6787291389185,5,"HP60",10
-0.900500585541167,60.7684928027312,1,"HP61",10
-0.897417729502014,60.8582551658352,2,"HP61",10
-0.713396154748298,60.8566207374991,3,"HP61",10
-0.716993340723537,60.7668643485052,4,"HP61",10
-0.900500585541167,60.7684928027312,5,"HP61",10
-0.897417729502014,60.8582551658352,1,"HP62",10
-0.894314817846221,60.9480162297535,2,"HP62",10
-0.709775569925257,60.9463757937245,3,"HP62",10
-0.713396154748298,60.8566207374991,4,"HP62",10
-0.897417729502014,60.8582551658352,5,"HP62",10
-0.894314817846221,60.9480162297535,1,"HP63",10
-0.891191665552281,61.0377759960104,2,"HP63",10
-0.706131370426148,61.0361295183913,3,"HP63",10
-0.709775569925257,60.9463757937245,4,"HP63",10
-0.894314817846221,60.9480162297535,5,"HP63",10
-0.891191665552281,61.0377759960104,1,"HP64",10
-0.888048085297507,61.1275344661312,2,"HP64",10
-0.702463337738919,61.1258819127065,3,"HP64",10
-0.706131370426148,61.0361295183913,4,"HP64",10
-0.891191665552281,61.0377759960104,5,"HP64",10
-0.888048085297507,61.1275344661312,1,"HP65",10
-0.884883887422231,61.2172916416417,2,"HP65",10
-0.698771250625996,61.2156329778738,3,"HP65",10
-0.702463337738919,61.1258819127065,4,"HP65",10
-0.888048085297507,61.1275344661312,5,"HP65",10
-0.884883887422231,61.2172916416417,1,"HP66",10
-0.881698879893323,61.3070475240683,2,"HP66",10
-0.695054885081746,61.3053827150933,3,"HP66",10
-0.698771250625996,61.2156329778738,4,"HP66",10
-0.884883887422231,61.2172916416417,5,"HP66",10
-0.881698879893323,61.3070475240683,1,"HP67",10
-0.878492868267035,61.3968021149379,2,"HP67",10
-0.691314014289152,61.3951311255617,3,"HP67",10
-0.695054885081746,61.3053827150933,4,"HP67",10
-0.881698879893323,61.3070475240683,5,"HP67",10
-0.878492868267035,61.3968021149379,1,"HP68",10
-0.875265655651144,61.4865554157771,2,"HP68",10
-0.68754840857568,61.4848782104713,3,"HP68",10
-0.691314014289152,61.3951311255617,4,"HP68",10
-0.878492868267035,61.3968021149379,5,"HP68",10
-0.875265655651144,61.4865554157771,1,"HP69",10
-0.872017042666369,61.576307428113,2,"HP69",10
-0.683757835368286,61.5746239710103,3,"HP69",10
-0.68754840857568,61.4848782104713,4,"HP69",10
-0.875265655651144,61.4865554157771,5,"HP69",10
-0.720567341036443,60.67710662553,1,"HP70",10
-0.716993340723537,60.7668643485052,2,"HP70",10
-0.533509281144646,60.7649850766546,3,"HP70",10
-0.537594088016173,60.6752342087733,4,"HP70",10
-0.720567341036443,60.67710662553,5,"HP70",10
-0.716993340723537,60.7668643485052,1,"HP71",10
-0.713396154748298,60.8566207374991,2,"HP71",10
-0.529397978412067,60.8547345721703,3,"HP71",10
-0.533509281144646,60.7649850766546,4,"HP71",10
-0.716993340723537,60.7668643485052,5,"HP71",10
-0.713396154748298,60.8566207374991,1,"HP72",10
-0.709775569925257,60.9463757937245,2,"HP72",10
-0.525259936243205,60.9444826961747,3,"HP72",10
-0.529397978412067,60.8547345721703,4,"HP72",10
-0.713396154748298,60.8566207374991,5,"HP72",10
-0.709775569925257,60.9463757937245,1,"HP73",10
-0.706131370426148,61.0361295183913,2,"HP73",10
-0.521094908044006,61.0342294495154,3,"HP73",10
-0.525259936243205,60.9444826961747,4,"HP73",10
-0.709775569925257,60.9463757937245,5,"HP73",10
-0.706131370426148,61.0361295183913,1,"HP74",10
-0.702463337738919,61.1258819127065,2,"HP74",10
-0.516902644154799,61.1239748330321,3,"HP74",10
-0.521094908044006,61.0342294495154,4,"HP74",10
-0.706131370426148,61.0361295183913,5,"HP74",10
-0.702463337738919,61.1258819127065,1,"HP75",10
-0.698771250625996,61.2156329778738,2,"HP75",10
-0.512682891802628,61.2137188475572,3,"HP75",10
-0.516902644154799,61.1239748330321,4,"HP75",10
-0.702463337738919,61.1258819127065,5,"HP75",10
-0.698771250625996,61.2156329778738,1,"HP76",10
-0.695054885081746,61.3053827150933,2,"HP76",10
-0.50843539505268,61.3034614939146,3,"HP76",10
-0.512682891802628,61.2137188475572,4,"HP76",10
-0.698771250625996,61.2156329778738,5,"HP76",10
-0.695054885081746,61.3053827150933,1,"HP77",10
-0.691314014289152,61.3951311255617,2,"HP77",10
-0.504159894758812,61.3932027729198,3,"HP77",10
-0.50843539505268,61.3034614939146,4,"HP77",10
-0.695054885081746,61.3053827150933,5,"HP77",10
-0.691314014289152,61.3951311255617,1,"HP78",10
-0.68754840857568,61.4848782104713,2,"HP78",10
-0.499856128513149,61.4829426853797,3,"HP78",10
-0.504159894758812,61.3932027729198,4,"HP78",10
-0.691314014289152,61.3951311255617,5,"HP78",10
-0.68754840857568,61.4848782104713,1,"HP79",10
-0.683757835368286,61.5746239710103,2,"HP79",10
-0.495523830594714,61.572681232092,3,"HP79",10
-0.499856128513149,61.4829426853797,4,"HP79",10
-0.68754840857568,61.4848782104713,5,"HP79",10
-0.537594088016173,60.6752342087733,1,"HP80",10
-0.533509281144646,60.7649850766546,2,"HP80",10
-0.350051716941626,60.7628550539898,3,"HP80",10
-0.354647089776948,60.6731119548949,4,"HP80",10
-0.537594088016173,60.6752342087733,5,"HP80",10
-0.533509281144646,60.7649850766546,1,"HP81",10
-0.529397978412067,60.8547345721703,2,"HP81",10
-0.345426541019273,60.8525967372291,3,"HP81",10
-0.350051716941626,60.7628550539898,4,"HP81",10
-0.533509281144646,60.7649850766546,5,"HP81",10
-0.529397978412067,60.8547345721703,1,"HP82",10
-0.525259936243205,60.9444826961747,2,"HP82",10
-0.34077128809083,60.9423370050615,3,"HP82",10
-0.345426541019273,60.8525967372291,4,"HP82",10
-0.529397978412067,60.8547345721703,5,"HP82",10
-0.525259936243205,60.9444826961747,1,"HP83",10
-0.521094908044006,61.0342294495154,2,"HP83",10
-0.336085680843254,61.0320758579239,3,"HP83",10
-0.34077128809083,60.9423370050615,4,"HP83",10
-0.525259936243205,60.9444826961747,5,"HP83",10
-0.521094908044006,61.0342294495154,1,"HP84",10
-0.516902644154799,61.1239748330321,2,"HP84",10
-0.331369438516924,61.1218132962405,3,"HP84",10
-0.336085680843254,61.0320758579239,4,"HP84",10
-0.521094908044006,61.0342294495154,5,"HP84",10
-0.516902644154799,61.1239748330321,1,"HP85",10
-0.512682891802628,61.2137188475572,2,"HP85",10
-0.32662227685206,61.2115493204225,3,"HP85",10
-0.331369438516924,61.1218132962405,4,"HP85",10
-0.516902644154799,61.1239748330321,5,"HP85",10
-0.512682891802628,61.2137188475572,1,"HP86",10
-0.50843539505268,61.3034614939146,2,"HP86",10
-0.321843908034141,61.3012839308679,3,"HP86",10
-0.32662227685206,61.2115493204225,4,"HP86",10
-0.512682891802628,61.2137188475572,5,"HP86",10
-0.50843539505268,61.3034614939146,1,"HP87",10
-0.504159894758812,61.3932027729198,2,"HP87",10
-0.317034040638305,61.3910171279608,3,"HP87",10
-0.321843908034141,61.3012839308679,4,"HP87",10
-0.50843539505268,61.3034614939146,5,"HP87",10
-0.504159894758812,61.3932027729198,1,"HP88",10
-0.499856128513149,61.4829426853797,2,"HP88",10
-0.312192379572693,61.4807489120712,3,"HP88",10
-0.317034040638305,61.3910171279608,4,"HP88",10
-0.504159894758812,61.3932027729198,5,"HP88",10
-0.499856128513149,61.4829426853797,1,"HP89",10
-0.495523830594714,61.572681232092,2,"HP89",10
-0.307318626020723,61.5704792835545,3,"HP89",10
-0.312192379572693,61.4807489120712,4,"HP89",10
-0.499856128513149,61.4829426853797,5,"HP89",10
-0.354647089776948,60.6731119548949,1,"HP90",10
-0.350051716941626,60.7628550539898,2,"HP90",10
-0.166623955279031,60.7604743562151,3,"HP90",10
-0.171729623509896,60.6707399389609,4,"HP90",10
-0.354647089776948,60.6731119548949,5,"HP90",10
-0.350051716941626,60.7628550539898,1,"HP91",10
-0.345426541019273,60.8525967372291,2,"HP91",10
-0.161485180077345,60.8502073090258,3,"HP91",10
-0.166623955279031,60.7604743562151,4,"HP91",10
-0.350051716941626,60.7628550539898,5,"HP91",10
-0.345426541019273,60.8525967372291,1,"HP92",10
-0.34077128809083,60.9423370050615,2,"HP92",10
-0.156312993693585,60.9399387973889,3,"HP92",10
-0.161485180077345,60.8502073090258,4,"HP92",10
-0.345426541019273,60.8525967372291,5,"HP92",10
-0.34077128809083,60.9423370050615,1,"HP93",10
-0.336085680843254,61.0320758579239,2,"HP93",10
-0.151107088148316,61.0296688212824,3,"HP93",10
-0.156312993693585,60.9399387973889,4,"HP93",10
-0.34077128809083,60.9423370050615,5,"HP93",10
-0.336085680843254,61.0320758579239,1,"HP94",10
-0.331369438516924,61.1218132962405,2,"HP94",10
-0.145867151635535,61.1193973806664,3,"HP94",10
-0.151107088148316,61.0296688212824,4,"HP94",10
-0.336085680843254,61.0320758579239,5,"HP94",10
-0.331369438516924,61.1218132962405,1,"HP95",10
-0.32662227685206,61.2115493204225,2,"HP95",10
-0.140592868463218,61.2091244754821,3,"HP95",10
-0.145867151635535,61.1193973806664,4,"HP95",10
-0.331369438516924,61.1218132962405,5,"HP95",10
-0.32662227685206,61.2115493204225,1,"HP96",10
-0.321843908034141,61.3012839308679,2,"HP96",10
-0.135283918992741,61.2988501056515,3,"HP96",10
-0.140592868463218,61.2091244754821,4,"HP96",10
-0.32662227685206,61.2115493204225,5,"HP96",10
-0.321843908034141,61.3012839308679,1,"HP97",10
-0.317034040638305,61.3910171279608,2,"HP97",10
-0.129939979577166,61.388574271077,3,"HP97",10
-0.135283918992741,61.2988501056515,4,"HP97",10
-0.321843908034141,61.3012839308679,5,"HP97",10
-0.317034040638305,61.3910171279608,1,"HP98",10
-0.312192379572693,61.4807489120712,2,"HP98",10
-0.12456072249837,61.4782969716406,3,"HP98",10
-0.129939979577166,61.388574271077,4,"HP98",10
-0.317034040638305,61.3910171279608,5,"HP98",10
-0.312192379572693,61.4807489120712,1,"HP99",10
-0.307318626020723,61.5704792835545,2,"HP99",10
-0.119145815902982,61.5680182072037,3,"HP99",10
-0.12456072249837,61.4782969716406,4,"HP99",10
-0.312192379572693,61.4807489120712,5,"HP99",10
-3.78253257415729,59.7732599961317,1,"HT00",10
-3.78733407824373,59.8630088650468,2,"HT00",10
-3.6088660706637,59.8653103945828,3,"HT00",10
-3.60454340503933,59.7755532863894,4,"HT00",10
-3.78253257415729,59.7732599961317,5,"HT00",10
-3.78733407824373,59.8630088650468,1,"HT01",10
-3.79216591102009,59.9527562676198,2,"HT01",10
-3.61321604470284,59.9550660808867,3,"HT01",10
-3.6088660706637,59.8653103945828,4,"HT01",10
-3.78733407824373,59.8630088650468,5,"HT01",10
-3.79216591102009,59.9527562676198,1,"HT02",10
-3.79702834261342,60.0425022039896,2,"HT02",10
-3.61759357043894,60.0448203458426,3,"HT02",10
-3.61321604470284,59.9550660808867,4,"HT02",10
-3.79216591102009,59.9527562676198,5,"HT02",10
-3.79702834261342,60.0425022039896,1,"HT03",10
-3.80192164639757,60.1322466742817,2,"HT03",10
-3.62199889407917,60.1345731899834,3,"HT03",10
-3.61759357043894,60.0448203458426,4,"HT03",10
-3.79702834261342,60.0425022039896,5,"HT03",10
-3.80192164639757,60.1322466742817,1,"HT04",10
-3.80684609904195,60.2219896786077,2,"HT04",10
-3.62643226479961,60.2243246138329,3,"HT04",10
-3.62199889407917,60.1345731899834,4,"HT04",10
-3.80192164639757,60.1322466742817,5,"HT04",10
-3.80684609904195,60.2219896786077,1,"HT05",10
-3.81180198056124,60.3117312170649,2,"HT05",10
-3.63089393479002,60.3140746179057,3,"HT05",10
-3.62643226479961,60.2243246138329,4,"HT05",10
-3.80684609904195,60.2219896786077,5,"HT05",10
-3.81180198056124,60.3117312170649,1,"HT06",10
-3.81678957436594,60.4014712897358,2,"HT06",10
-3.63538415929946,60.4038232027067,3,"HT06",10
-3.63089393479002,60.3140746179057,4,"HT06",10
-3.81180198056124,60.3117312170649,5,"HT06",10
-3.81678957436594,60.4014712897358,1,"HT07",10
-3.82180916731385,60.491209896688,2,"HT07",10
-3.63990319668259,60.4935703687305,3,"HT07",10
